#Thorlabs FTS
[SpectrumHeader]
#Date	20250820
#Time	15544552
#GMTTime	6544552
#Instrument	0
#InstrModel	CCS200
#Series	0
#InterferometerSerial	M00715914
#Type	emission
#ChannelIndex	0
#XAxisUnit	nm_air
#YAxisUnit	intensity
#Average	1
#RollingAverage	0
#SpectrumSmooth	0
#SSmoothParam1	0
#SSmoothParam2	0
#SSmoothParam3	0
#SSmoothParam4	0
#IntegrationTime	100.000000
#TriggerMode	0
#AirMeasureOpt	0
#AirTemp	0.00
#AirPressure	0.00
#AirRelHum	0.00
#WnrMin	9822.826172
#WnrMax	51245.773438
#Length	3648
#Resolution	0.0000000000e+00
#ADC	0
#InstrStatus	0
#RefLaserLocked	0
#ChannelIndex	0
#AttenuationFilter	0
#Stitched	0
#ExcitationWavelength_nm	0
#SoftwareVersion	
#FirmwareVersion	
#Motor_FirmwareVersion	
#ReconstructionAlgorithms_SoftwareVersion	
#Sensor_FirmwareVersion	
#InstrSeriesIdentifier	MUN_CCS_SERIES
#Name	
#Comment	""
#ExtComment	""
#Source	
[Data]
1.951380463e+02	1.307262946e-02
1.953386536e+02	1.557847857e-02
1.955392761e+02	1.382707804e-02
1.957399139e+02	1.415041368e-02
1.959405670e+02	1.336902007e-02
1.961412506e+02	1.301874034e-02
1.963419342e+02	1.541681029e-02
1.965426483e+02	1.355763245e-02
1.967433777e+02	1.587487012e-02
1.969441223e+02	1.439291518e-02
1.971448975e+02	1.353068743e-02
1.973456726e+02	1.703348756e-02
1.975464783e+02	1.493180729e-02
1.977472992e+02	1.315346267e-02
1.979481354e+02	1.609042659e-02
1.981489868e+02	1.309957355e-02
1.983498535e+02	1.627903804e-02
1.985507507e+02	1.320735272e-02
1.987516479e+02	1.390791219e-02
1.989525757e+02	1.124039572e-02
1.991535187e+02	1.423124783e-02
1.993544769e+02	1.468930580e-02
1.995554504e+02	1.288401708e-02
1.997564545e+02	1.517430879e-02
1.999574585e+02	1.393485721e-02
2.001584930e+02	1.366541069e-02
2.003595428e+02	1.474319492e-02
2.005606079e+02	1.344985422e-02
2.007616882e+02	1.722210087e-02
2.009627991e+02	1.485097408e-02
2.011639099e+02	1.339596417e-02
2.013650513e+02	1.361152157e-02
2.015662079e+02	1.487791818e-02
2.017673798e+02	1.320735272e-02
2.019685669e+02	1.385402307e-02
2.021697845e+02	1.207567845e-02
2.023710022e+02	1.514736470e-02
2.025722504e+02	1.361152157e-02
2.027735138e+02	1.468930580e-02
2.029747925e+02	1.471625082e-02
2.031760864e+02	1.644070633e-02
2.033773956e+02	1.415041368e-02
2.035787201e+02	1.617125981e-02
2.037800751e+02	1.466236170e-02
2.039814453e+02	1.401569042e-02
2.041828308e+02	1.350374334e-02
2.043842316e+02	1.576709002e-02
2.045856476e+02	1.264151558e-02
2.047870941e+02	1.377318893e-02
2.049885406e+02	1.390791219e-02
2.051900177e+02	1.533597708e-02
2.053915100e+02	1.366541069e-02
2.055930176e+02	1.538986620e-02
2.057945404e+02	1.498569734e-02
2.059960785e+02	1.350374334e-02
2.061976471e+02	1.304568443e-02
2.063992157e+02	1.463541668e-02
2.066008148e+02	1.404263545e-02
2.068024292e+02	1.611737162e-02
2.070040588e+02	1.371929981e-02
2.072057190e+02	1.460847259e-02
2.074073792e+02	1.560542267e-02
2.076090698e+02	1.660237461e-02
2.078107605e+02	1.743765734e-02
2.080124817e+02	1.296485029e-02
2.082142181e+02	1.239901409e-02
2.084159698e+02	1.347679831e-02
2.086177521e+02	1.501264144e-02
2.088195343e+02	1.428513695e-02
2.090213470e+02	1.336902007e-02
2.092231750e+02	1.630598307e-02
2.094250183e+02	1.280318294e-02
2.096268768e+02	1.498569734e-02
2.098287506e+02	1.557847857e-02
2.100306396e+02	1.614431478e-02
2.102325592e+02	1.474319492e-02
2.104344788e+02	1.547070034e-02
2.106364288e+02	1.385402307e-02
2.108383942e+02	1.412346959e-02
2.110403748e+02	1.177928783e-02
2.112423859e+02	1.274929382e-02
2.114443970e+02	1.253373735e-02
2.116464386e+02	1.622514986e-02
2.118484802e+02	1.415041368e-02
2.120505524e+02	1.318040770e-02
2.122526398e+02	1.501264144e-02
2.124547577e+02	1.374624483e-02
2.126568756e+02	1.501264144e-02
2.128590088e+02	1.603653654e-02
2.130611725e+02	1.641376130e-02
2.132633514e+02	1.598264836e-02
2.134655457e+02	1.455458347e-02
2.136677551e+02	1.406957954e-02
2.138699799e+02	1.555153355e-02
2.140722198e+02	1.870405301e-02
2.142744904e+02	1.619820483e-02
2.144767609e+02	1.592875831e-02
