#Thorlabs FTS
[SpectrumHeader]
#Date	20250820
#Time	16074033
#GMTTime	7074033
#Instrument	0
#InstrModel	CCS200
#Series	0
#InterferometerSerial	M00715914
#Type	emission
#ChannelIndex	0
#XAxisUnit	nm_air
#YAxisUnit	intensity
#Average	1
#RollingAverage	0
#SpectrumSmooth	0
#SSmoothParam1	0
#SSmoothParam2	0
#SSmoothParam3	0
#SSmoothParam4	0
#IntegrationTime	10.000000
#TriggerMode	0
#AirMeasureOpt	0
#AirTemp	0.00
#AirPressure	0.00
#AirRelHum	0.00
#WnrMin	9822.826172
#WnrMax	51245.773438
#Length	3648
#Resolution	0.0000000000e+00
#ADC	0
#InstrStatus	0
#RefLaserLocked	0
#ChannelIndex	0
#AttenuationFilter	0
#Stitched	0
#ExcitationWavelength_nm	0
#SoftwareVersion	
#FirmwareVersion	
#Motor_FirmwareVersion	
#ReconstructionAlgorithms_SoftwareVersion	
#Sensor_FirmwareVersion	
#InstrSeriesIdentifier	MUN_CCS_SERIES
#Name	
#Comment	""
#ExtComment	""
#Source	
[Data]
1.951380463e+02	5.702955183e-03
1.953386536e+02	7.712610532e-03
1.955392761e+02	5.863727536e-03
1.957399139e+02	4.389980342e-03
1.959405670e+02	6.962338928e-03
1.961412506e+02	4.872297402e-03
1.963419342e+02	6.399635691e-03
1.965426483e+02	7.015930023e-03
1.967433777e+02	6.721180398e-03
1.969441223e+02	5.274228752e-03
1.971448975e+02	7.498247083e-03
1.973456726e+02	6.185272243e-03
1.975464783e+02	5.113456398e-03
1.977472992e+02	5.783341359e-03
1.979481354e+02	6.453226320e-03
1.981489868e+02	8.087745868e-03
1.983498535e+02	6.962338928e-03
1.985507507e+02	5.756545812e-03
1.987516479e+02	7.819792256e-03
1.989525757e+02	7.578633260e-03
1.991535187e+02	7.498247083e-03
1.993544769e+02	5.354614928e-03
1.995554504e+02	6.935543846e-03
1.997564545e+02	6.587203592e-03
1.999574585e+02	7.632224355e-03
2.001584930e+02	6.346044596e-03
2.003595428e+02	5.756545812e-03
2.005606079e+02	4.389980342e-03
2.007616882e+02	6.506817415e-03
2.009627991e+02	6.640794221e-03
2.011639099e+02	7.926973514e-03
2.013650513e+02	4.497162066e-03
2.015662079e+02	8.141336963e-03
2.017673798e+02	4.738320597e-03
2.019685669e+02	7.471451536e-03
2.021697845e+02	4.443570971e-03
2.023710022e+02	8.998789825e-03
2.025722504e+02	6.640794221e-03
2.027735138e+02	6.828362122e-03
2.029747925e+02	7.712610532e-03
2.031760864e+02	5.756545812e-03
2.033773956e+02	7.015930023e-03
2.035787201e+02	7.685814984e-03
2.037800751e+02	6.319249514e-03
2.039814453e+02	6.694384851e-03
2.041828308e+02	6.747975945e-03
2.043842316e+02	7.230293006e-03
2.045856476e+02	6.292453967e-03
2.047870941e+02	6.747975945e-03
2.049885406e+02	5.542182829e-03
2.051900177e+02	6.292453967e-03
2.053915100e+02	5.006274674e-03
2.055930176e+02	8.060950786e-03
2.057945404e+02	8.007359691e-03
2.059960785e+02	7.712610532e-03
2.061976471e+02	4.818706773e-03
